ID,Name,Glottocode,Glottolog_Name,ISO639P3code,Macroarea,Latitude,Longitude,Family,UltimateSource,Source,Pages
gimi1243-3,Gimi (from SIL word list),gimi1243,Gimi (Eastern Highlands),gim,Papunesia,-6.42097,145.214,Nuclear Trans New Guinea,S.I.L word list (1968).,Lean1986Vol08,p.48
gimi1243-4,Gimi (West dialect),gimi1243,Gimi (Eastern Highlands),gim,Papunesia,-6.42097,145.214,Nuclear Trans New Guinea,"2 CSQs. Villages: Yauma, Inigi (West d.). ",Lean1986Vol08,p.48
ginu1240-1,Ginuman,ginu1240,Ginuman,gnm,Papunesia,-10.0298,149.7,Dagan,S.I.L word list (1972). Village: Etau.,Lean1986Vol06,p.25
gitu1237-1,Gitua,gitu1237,Gitua,ggt,Papunesia,-6.0151,147.485,Austronesian,1 CSQ. Village: Gitua.,LeanMorobe,p.22
gitu1237-2,Gitua,gitu1237,Gitua,ggt,Papunesia,-6.0151,147.485,Austronesian,,Smith1988,pp.63-64
gitu1237-3,Gitua (Gitua village),gitu1237,Gitua,ggt,Papunesia,-6.0151,147.485,Austronesian,,Carter2012,p.60
gitu1237-4,Kelana,gitu1237,Gitua,ggt,Papunesia,-6.0151,147.485,Austronesian,,Ray1919,p.327
gizr1240-1,Gizra,gizr1240,Gizrra,tof,Papunesia,-9.183,142.804,Eastern Trans-Fly,"3 CSQs. Villages: Kupere, Togo (2).",Lean1986Vol12,p.80
goba1246-1,Nomad (Honibu dialect),goba1246,Gobasi,goi,Papunesia,-6.48678,142.201,East Strickland,SIL (1971). Village: Udugibi (Honibu d.). ,LeanWestern,pp.11-12
gogo1265-1,Girara,gogo1265,Gogodala,ggw,Papunesia,-8.08527,142.874,Suki-Gogodala,,Ray1907,p.321
gogo1265-2,Gogodala,gogo1265,Gogodala,ggw,Papunesia,-8.08527,142.874,Suki-Gogodala,13 CSQs.,Lean1986Vol12,p.42
gogo1265-3,Gogodala (Kotale village),gogo1265,Gogodala,ggw,Papunesia,-8.08527,142.874,Suki-Gogodala,SIL Word List (1976). Village: Kotale.,Lean1986Vol12,p.42
goli1247-1,Chimbu (Marigl dialect: Du village),goli1247,Golin,gvf,Papunesia,-6.2249,144.8505,Nuclear Trans New Guinea,S.I.L word list (1975). Village: Du.,Lean1986Vol09,p.67
goli1247-2,Chimbu (Marigl dialect: mainly Golin sub-dialect),goli1247,Golin,gvf,Papunesia,-6.2249,144.8505,Nuclear Trans New Guinea,13 CSQs. Mainly Golin Sub-dialect.,Lean1986Vol09,p.67
gora1262-1,Mumeng (Yanta dialect),gora1262,Gorakor,goc,Papunesia,-6.85564,146.579,Austronesian,SIL Word List (1965). Village: Tawangala.,LeanMorobe,p.37
goro1259-1,Gorontalo (mentioned in JB 1934),goro1259,Gorontalo,gor,Papunesia,0.62689,122.288,Austronesian,,Stokhof1983Vol7.1,p.103
goro1259-2,Gorontalo (mentioned in NBG 1894),goro1259,Gorontalo,gor,Papunesia,0.62689,122.288,Austronesian,,Stokhof1983Vol7.1,p.123
goro1259-3,Gorontalo (mentioned in NBG 1896),goro1259,Gorontalo,gor,Papunesia,0.62689,122.288,Austronesian,,Stokhof1983Vol7.1,p.48
goro1259-4,Gorontalo (mentioned in NBG 1906),goro1259,Gorontalo,gor,Papunesia,0.62689,122.288,Austronesian,,Stokhof1983Vol7.1,p.64
goro1259-5,Gorontalo (mentioned in NBG 1912),goro1259,Gorontalo,gor,Papunesia,0.62689,122.288,Austronesian,,Stokhof1983Vol7.1,p.84
goro1259-6,Limboto,goro1259,Gorontalo,gor,Papunesia,0.62689,122.288,Austronesian,,Stokhof1983Vol7.1,p.33
goro1261-1,Gorovu,goro1261,Gorovu,grq,Papunesia,-4.52947,144.59,Lower Sepik-Ramu,,Zgraggen1972,pp.215-219
goro1261-2,Yerany (Gorovu),goro1261,Gorovu,grq,Papunesia,-4.52947,144.59,Lower Sepik-Ramu,,Laycock1971D20,p.2816
gras1249-1,Koiari,gras1249,Grass Koiari,kbk,Papunesia,-9.51218,147.437,Koiarian,S.I.L word list (1973). Village: Savetana.,Lean1986Vol07,p.51
gres1240-1,Gresi,gres1240,Gresi,grs,Papunesia,-2.72229,140.279,Nimboranic,,Purba2002,p.193
guhu1244-1,Guhu-Samane,guhu1244,Guhu-Samane,ghs,Papunesia,-7.99922,147.228,Nuclear Trans New Guinea,,Smith1988,p.104
guhu1244-2,Guhu-Samane (from CSQs),guhu1244,Guhu-Samane,ghs,Papunesia,-7.99922,147.228,Nuclear Trans New Guinea,6 CSQs.,LeanMorobe,p.70
guhu1244-3,Guhu-Samane (from IMP/SIL),guhu1244,Guhu-Samane,ghs,Papunesia,-7.99922,147.228,Nuclear Trans New Guinea,IMP/SIL (1978).,LeanMorobe,p.69
guhu1244-4,Tahari,guhu1244,Guhu-Samane,ghs,Papunesia,-7.99922,147.228,Nuclear Trans New Guinea,,Chinnery1915,p.163
guri1248-1,Kwomtari (Guriaso Community School),guri1248,Guriaso,grx,Papunesia,-3.5718,141.597,Guriaso,1 CSQ. Guriaso Community School. ,LeanSandaun,p.22
gusa1246-1,Gusan,gusa1246,Gusan,gsn,Papunesia,-6.28998,146.679,Nuclear Trans New Guinea,,Smith1988,p.87
haho1237-1,Hahon,haho1237,Hahon,hah,Papunesia,-5.59031,154.801,Austronesian,"Allen and Hurd, SIL Wordlist (1963), Lalum Village.",Lean1985Vol03,p.33
haho1237-2,Hahon (from CSQ),haho1237,Hahon,hah,Papunesia,-5.59031,154.801,Austronesian,1 CSQ. Village: Puto.,LeanBougainville,p.29
hako1237-1,Halia (Haku dialect),hako1237,Hakö,hao,Papunesia,-5.06832,154.594,Austronesian,"12 CSQs. Villages: Lontis, Lemankoa, Lenmanmanu.",Lean1985Vol03,p.16
hali1244-1,Halia (from SIL word list),hali1244,Halia,hla,Papunesia,-5.26603,154.662,Austronesian,"SIL Wordlist, Allen and Hurd (1963).",Lean1985Vol03,p.16
hali1244-2,Halia (Hanahan dialect),hali1244,Halia,hla,Papunesia,-5.26603,154.662,Austronesian,"13 CSQs. Villages: Hanahan, Hagus, Ketskets, Malasang.",Lean1985Vol03,p.16
hali1244-3,Hanahan,hali1244,Halia,hla,Papunesia,-5.26603,154.662,Austronesian,,Schnee1901,p.270
hamt1247-1,Hamtai,hamt1247,Hamtai,hmt,Papunesia,-7.54975,146.227,Angan,[unknown],Lean1986Vol11,"pp.53, 60"
hamt1247-2,Hamtai,hamt1247,Hamtai,hmt,Papunesia,-7.54975,146.227,Angan,,Smith1988,p.100
hamt1247-3,Hamtai (from CSQs),hamt1247,Hamtai,hmt,Papunesia,-7.54975,146.227,Angan,"3 CSQs. Villages: Piyu, Tawa, Andarora.",LeanGulf,p.23
hamt1247-4,Hamtai (from SIL word list),hamt1247,Hamtai,hmt,Papunesia,-7.54975,146.227,Angan,SIL Word List (undated).,LeanGulf,p.23
hang1263-1,Hanga Hundi,hang1263,Hanga Hundi,wos,Papunesia,-3.90364,142.849,Ndu,,Wendel1993,pp.122-124
hanu1241-1,Maŋyan-Hanunoo,hanu1241,Hanunoo,hnn,Papunesia,12.4159,121.221,Austronesian,,Arnaud1998,pp.863-878 [word list item numbers]
haru1244-1,Haruku,haru1244,Haruku,hrk,Papunesia,-3.57029,128.476,Austronesian,,Stokhof1982Vol3.3,pp.147-148
haru1244-2,Pelauw Haruku,haru1244,Haruku,hrk,Papunesia,-3.57029,128.476,Austronesian,,Stokhof1982Vol3.3,p.121
haru1244-3,Rumakai Seram,haru1244,Haruku,hrk,Papunesia,-3.57029,128.476,Austronesian,,Stokhof1982Vol3.3,p.100
haru1245-1,Waibuk,haru1245,Haruai,tmd,Papunesia,-5.09522,144.3375,Piawi,,Tonson1976,pp.100-103
hata1243-1,Hattam,hata1243,Hatam,had,Papunesia,-1.13531,134.037,Hatam-Mansim,,Galis1955,p.138
hata1243-2,Moiré,hata1243,Hatam,had,Papunesia,-1.13531,134.037,Hatam-Mansim,,Galis1960,p.141
herm1237-1,Louf,herm1237,Hermit,llf,Papunesia,-1.52891,145.075,Austronesian,,Schnee1901,p.278
hewa1241-1,Hewa (from SIL word list),hewa1241,Hewa,ham,Papunesia,-5.03635,142.551,Sepik,SIL Word List (undated).,LeanSouthernHighlands,p.1
hewa1241-2,Hewa (Wanakipe village),hewa1241,Hewa,ham,Papunesia,-5.03635,142.551,Sepik,SIL Word List (1980). Village: Wanakipe.,LeanSouthernHighlands,p.1
heyo1240-1,Heyo,heyo1240,Heyo,auk,Papunesia,-3.83003,142.471,Nuclear Torricelli,SIL Word List (1980). Village: Wulbowe. ,LeanSandaun,p.35
heyo1240-2,Heyo,heyo1240,Heyo,auk,Papunesia,-3.83003,142.471,Nuclear Torricelli,,Laycock1967C11,p.56
hote1245-1,Hote,hote1245,Hote,hot,Papunesia,-7.07708,146.869,Austronesian,"2 CSQs. Villages: Hote, Yemli.",LeanMorobe,p.50
hote1245-2,Hote,hote1245,Hote,hot,Papunesia,-7.07708,146.869,Austronesian,,Smith1988,p.74
hote1245-3,Misim,hote1245,Hote,hot,Papunesia,-7.07708,146.869,Austronesian,SIL (1975). Village: Biaboli,LeanMorobe,p.51
hote1245-4,Misim,hote1245,Hote,hot,Papunesia,-7.07708,146.869,Austronesian,,Smith1988,p.75
huku1237-1,"Hukumina, Buru",huku1237,Hukumina,huw,Papunesia,-3.274,126.194,Austronesian,,Stokhof1982Vol3.4,pp.73-74
hula1239-1,Keapara (Hula dialect),hula1239,Hula,hul,Papunesia,-9.99427,147.705,Austronesian,17 CSQs. Village: Hula (17).,Lean1986Vol07,p.74
huli1244-1,Huli,huli1244,Huli,hui,Papunesia,-5.97212,142.963,Nuclear Trans New Guinea,31 CSQs. Villages throughout Huli region.,Lean1986Vol10,p.18
huli1244-2,Huli,huli1244,Huli,hui,Papunesia,-5.97212,142.963,Nuclear Trans New Guinea,,Franklin2012,pp.46-47
hume1246-1,Humene,hume1246,Humene,huf,Papunesia,-9.70693,147.562,Kwalean,S.I.L word list (1973). Village: Londairi.,Lean1986Vol07,p.55
hunj1241-1,Hunjara,hunj1241,Hunjara-Kaina Ke,hkk,Papunesia,-8.92,147.9,Nuclear Trans New Guinea,"3 CSQs. Villages: Sairope, Ajeka, Papaki.",Lean1985Vol05,p.28
hunj1241-2,Hunjara,hunj1241,Hunjara-Kaina Ke,hkk,Papunesia,-8.92,147.9,Nuclear Trans New Guinea,,Chinnery1915,pp.167-168
hunj1241-3,Hunjara (Waju village),hunj1241,Hunjara-Kaina Ke,hkk,Papunesia,-8.92,147.9,Nuclear Trans New Guinea,1 CSQ. Village: Waju.,Lean1985Vol05,p.28
iama1237-1,Yamalele,iama1237,Iamalele,yml,Papunesia,-9.45005,150.573,Austronesian,S.I.L word list (1970). Village: Ubutala.,Lean1986Vol06,p.74
iatm1242-1,Iatmul,iatm1242,Iatmul,ian,Papunesia,-4.30064,143.316,Ndu,,Zgraggen1972,pp.215-219
iatm1242-2,Iatmul (from IMP/SIL),iatm1242,Iatmul,ian,Papunesia,-4.30064,143.316,Ndu,IMP/SIL Questionnaire (1978).,LeanEastSepik,pp.46-47
iatm1242-3,Iatmul (Malingei village),iatm1242,Iatmul,ian,Papunesia,-4.30064,143.316,Ndu,Author’s Field Notes (1976). Village: Malingei.,LeanEastSepik,p.47
iatm1242-4,Iatmul (Nyaura dialect),iatm1242,Iatmul,ian,Papunesia,-4.30064,143.316,Ndu,12 CSQs. Nyaura d. region. ,LeanEastSepik,p.48
iatm1242-5,Iatmul (Nyaura dialect),iatm1242,Iatmul,ian,Papunesia,-4.30064,143.316,Ndu,,Laycock1965,pp.173-174
iatm1242-6,Iatmul (Palimbei dialect),iatm1242,Iatmul,ian,Papunesia,-4.30064,143.316,Ndu,28 CSQs. Palimbei d. region.,LeanEastSepik,p.48
iatm1242-7,Kaiserin Augusta River (2),iatm1242,Iatmul,ian,Papunesia,-4.30064,143.316,Ndu,,Ray1919,p.330
iban1264-1,Iban (Sea-Dayak),iban1264,Iban,iba,Papunesia,2.09041,112.934,Austronesian,,Urquhart1955,p.195
ibuu1240-1,Ibu,ibuu1240,Ibu,ibu,Papunesia,1.50556,127.542,North Halmahera,,Fortgens1905,p.34
idaa1241-1,Begak,idaa1241,Ida'an,dbj,Papunesia,5.29059,118.515,Austronesian,,Lobel2016,pp.234-239
idaa1241-2,Idaan,idaa1241,Ida'an,dbj,Papunesia,5.29059,118.515,Austronesian,,Lobel2016,pp.234-239
idaa1241-3,Sungai Seguliud,idaa1241,Ida'an,dbj,Papunesia,5.29059,118.515,Austronesian,,Lobel2016,pp.234-239
idii1243-1,Idi (Dimiri village),idii1243,Idi-Taeme,idi,Papunesia,-8.75976,142.301,Pahoturi,SIL Word List (1975). Village: Dimiri.,Lean1986Vol12,p.62
idii1243-2,Idi (Malam village),idii1243,Idi-Taeme,idi,Papunesia,-8.75976,142.301,Pahoturi,1 CSQ. Village: Malam.,Lean1986Vol12,p.62
idun1242-1,Iduna,idun1242,Iduna,viv,Papunesia,-9.34361,150.24,Austronesian,S.I.L word list (1964?). Village: Wakonai.,Lean1986Vol06,p.69
igan1243-1,Iski (Igana village),igan1243,Igana,igg,Papunesia,-4.70942,144.841,Lower Sepik-Ramu,,Tousch2013,
ihaa1241-1,Kapauer,ihaa1241,Iha,ihp,Papunesia,-2.81013,132.271,West Bomberai,,Ray1912,pp.340-341
ihaa1241-2,Kapaur,ihaa1241,Iha,ihp,Papunesia,-2.81013,132.271,West Bomberai,,Galis1955,p.134
ikob1240-1,Baina,ikob1240,Ikobi,meb,Papunesia,-7.30342,143.618,Turama-Kikori,,Bullock2015,p.47
ikob1240-2,Faia (Wantobari),ikob1240,Ikobi,meb,Papunesia,-7.30342,143.618,Turama-Kikori,,Bullock2015,p.41
ikob1240-3,Ikobi,ikob1240,Ikobi,meb,Papunesia,-7.30342,143.618,Turama-Kikori,[unknown],Lean1986Vol11,"pp.16, 40"
ikob1240-4,Komaio,ikob1240,Ikobi,meb,Papunesia,-7.30342,143.618,Turama-Kikori,,Bullock2015,p.47
ikob1240-5,Kuri,ikob1240,Ikobi,meb,Papunesia,-7.30342,143.618,Turama-Kikori,,Bullock2015,p.41
ikob1240-6,Moka,ikob1240,Ikobi,meb,Papunesia,-7.30342,143.618,Turama-Kikori,,Bullock2015,p.41
ikob1240-7,Sorobo,ikob1240,Ikobi,meb,Papunesia,-7.30342,143.618,Turama-Kikori,,Bullock2015,p.47
iliu1237-1,Tolaki (Celebes),iliu1237,Ili'uun,ilu,Papunesia,-7.84385,125.902,Austronesian,,Stokhof1987Vol11,p.193
imbo1238-1,Imbongu,imbo1238,Imbongu,imo,Papunesia,-6.13629,144.026,Nuclear Trans New Guinea,,Stefaniw1987,p.28
imon1245-1,Imonda,imon1245,Imonda,imn,Papunesia,-3.31228,141.171,Border,,Laycock1970D13,p.1772
inap1241-1,Itutang,inap1241,Itutang-Inapang,mzu,Papunesia,-4.67614,144.9,Lower Sepik-Ramu,,Zgraggen1972,pp.215-218
inap1241-2,Midsivindi,inap1241,Itutang-Inapang,mzu,Papunesia,-4.67614,144.9,Lower Sepik-Ramu,,Zgraggen1972,pp.215-218
indo1317-1,Bajo,indo1317,Indonesian Bajau,bdl,Papunesia,-3.68664,122.253,Austronesian,,Stokhof1985Vol7.4,p.288
indo1317-2,Bajo (Posiposi village),indo1317,Indonesian Bajau,bdl,Papunesia,-3.68664,122.253,Austronesian,,Teljeur1982,pp.145-146
indo1317-3,Sama Sulsel,indo1317,Indonesian Bajau,bdl,Papunesia,-3.68664,122.253,Austronesian,,Arnaud1998,pp.863-879 [word list item numbers]
indo1317-4,Sama Sulut,indo1317,Indonesian Bajau,bdl,Papunesia,-3.68664,122.253,Austronesian,,Arnaud1998,pp.863-877 [word list item numbers]
ineb1235-1,Oni,ineb1235,Inebu One,oin,Papunesia,-3.38015,141.892,Nuclear Torricelli,,Laycock1967C06,p.26
inla1260-1,Inlaod Tinggian (Itneg),inla1260,Inlaod Itneg,iti,Papunesia,17.61752,120.65389,Austronesian,,Walton2003Danglas,pp.3-7
inla1260-2,"Inlaod, Itneg",inla1260,Inlaod Itneg,iti,Papunesia,17.61752,120.65389,Austronesian,,Walton2003Dalayap,pp.3-7
inok1238-1,Yate,inok1238,Inoke-Yate,ino,Papunesia,-6.32311,145.539,Nuclear Trans New Guinea,,Scott1978,"pp.181, 182, 188, 193, 194"
inok1238-2,Yate (Yate sub-dialect),inok1238,Inoke-Yate,ino,Papunesia,-6.32311,145.539,Nuclear Trans New Guinea,S.I.L. word list (1975).,Lean1986Vol08,p.46
ipik1244-1,Ipiko,ipik1244,Ipiko,ipo,Papunesia,-7.37424,144.863,Anim,,Petterson2007,"pp.19, 24, 26, 29, 31, 32"
ipil1240-1,Ipili,ipil1240,Ipili,ipi,Papunesia,-5.42586,143.089,Nuclear Trans New Guinea,"5 CSQs. Villages: Paware, Anawe, Alipis, Tompena, (Yuyane).",Lean1986Vol09,pp.17-18
ipil1240-2,Ipili,ipil1240,Ipili,ipi,Papunesia,-5.42586,143.089,Nuclear Trans New Guinea,,Franklin2012,pp.46-47
irar1238-1,Irutu,irar1238,Irarutu,irh,Papunesia,-2.94438,133.586,Austronesian,,Galis1955,p.135
ires1239-1,"Humuku – Irege, Irisami tribe, south Cinderawasih Bay (Irian Jay)",ires1239,Yerisiam,ire,Papunesia,-3.62803,135.025,Austronesian,,Stokhof1987Vol11,p.250
ires1239-2,Irésim,ires1239,Yerisiam,ire,Papunesia,-3.62803,135.025,Austronesian,,Galis1955,p.141
irig1242-1,Iriga Bicol,irig1242,Iriga Bicolano,bto,Papunesia,13.3896,123.331,Austronesian,,Anonymous1984Bicol,pp.2-5
isir1237-1,Sabéri,isir1237,Isirawa,srl,Papunesia,-1.88775,138.595,Greater Kwerba,,Galis1955,p.143
isir1237-2,Saberri,isir1237,Isirawa,srl,Papunesia,-1.88775,138.595,Greater Kwerba,,Stokhof1983Vol5.2,p.78
iter1241-1,Iteri,iter1241,Iteri,itr,Papunesia,-4.11998,141.585,Left May,,Conrad1975,pp.21-24
iter1241-2,Rocky Peak,iter1241,Iteri,itr,Papunesia,-4.11998,141.585,Left May,SIL Word List (undated). Village: Iwau.,LeanEastSepik,p.13
iter1241-3,Rocky Peak,iter1241,Iteri,itr,Papunesia,-4.11998,141.585,Left May,,Conrad1975,pp.21-24
iter1241-4,Yinibu,iter1241,Iteri,itr,Papunesia,-4.11998,141.585,Left May,,Laycock1971D28,p.3980
itik1240-1,Itik,itik1240,Itik,itx,Papunesia,-2.18342,139.341,Tor-Orya,,Smits1994,pp.211-218
iwak1237-1,I-wak (Labeng),iwak1237,I-Wak,iwk,Papunesia,16.30448,120.78633,Austronesian,,Kamp1986,pp.3-7
iwal1237-1,Kaiwa,iwal1237,Iwal,kbm,Papunesia,-7.20938,146.983,Austronesian,IMP/SIL Questionnaire (1978).,LeanMorobe,p.52
iwal1237-2,Kaiwa,iwal1237,Iwal,kbm,Papunesia,-7.20938,146.983,Austronesian,,Smith1988,p.55
iwam1256-1,Iwam,iwam1256,Iwam,iwm,Papunesia,-4.27346,141.817,Sepik,SIL Word List (undated). Village: Hauna (Yauenian).,LeanEastSepik,p.17
iwam1256-2,Iwam,iwam1256,Iwam,iwm,Papunesia,-4.27346,141.817,Sepik,,Laycock1971D32,p.4548
iwur1240-1,Uwimerah Proa Bivouac,iwur1240,Morop-Dintere,iwo,Papunesia,-5.11036,140.823,Nuclear Trans New Guinea,,Stokhof1982Vol5.1,pp.126-127
iyoo1238-1,Nahu,iyoo1238,Iyo,nca,Papunesia,-5.84161,146.092,Nuclear Trans New Guinea,SIL Word List (1967). Village: Wamunti.,LeanMadang,p.73
jair1235-1,Jair Awyu/Ujung Kia,jair1235,Kia River Awyu,awv,Papunesia,-6.79732,140.104,Nuclear Trans New Guinea,,Lebold2013,p.43
jaku1244-1,Benua Jakun,jaku1244,Jakun,jak,Eurasia,2.64582,103.342,Austronesian,,Noone1939,pp.147-149
juwa1238-1,Muniwara,juwa1238,Juwal,mwb,Papunesia,-3.78596,143.681,Nuclear Torricelli,2 CSQs. Village: Palpul.,LeanEastSepik,p.40
juwa1238-2,Muniwara,juwa1238,Juwal,mwb,Papunesia,-3.78596,143.681,Nuclear Torricelli,,Laycock1971D36,p.5358
kabu1249-1,Benawa,kabu1249,Kaburi,uka,Papunesia,-1.92547,132.528,South Bird's Head Family,,deVries2004,p.154
kada1286-1,Kadai,kada1286,Kadai,kzd,Papunesia,-1.74547,125.142,Austronesian,,Stokhof1980Vol2,p.33
kafo1240-1,Kafoa,kafo1240,Kafoa,kpu,Papunesia,-8.36572,124.446,Timor-Alor-Pantar,,Baird2017,p.83
kaia1245-1,Kaian,kaia1245,Kaian,kct,Papunesia,-4.06543,144.756,Lower Sepik-Ramu,,Zgraggen1972,pp.215-219
kaid1239-1,Kaidipang,kaid1239,Kaidipang,kzp,Papunesia,0.85641,123.217,Austronesian,,Stokhof1983Vol7.1,pp.234-235
kaie1237-1,Kaiep ,kaie1237,Kaiep,kbw,Papunesia,-3.70524,143.884,Austronesian,,Laycock1976,p.416
kaie1237-2,Kaiep (from CSQ),kaie1237,Kaiep,kbw,Papunesia,-3.70524,143.884,Austronesian,1 CSQ. Village: Kaiep.,LeanEastSepik,p.38
kaie1237-3,Kaiep (from SIL word list),kaie1237,Kaiep,kbw,Papunesia,-3.70524,143.884,Austronesian,SIL (1977). Village: Kaiep.,LeanEastSepik,p.38
kaie1237-4,Terebu (Kaiep),kaie1237,Kaiep,kbw,Papunesia,-3.70524,143.884,Austronesian,,Laycock1971D35,p.5204
kair1263-1,Kairiru,kair1263,Kairiru,kxa,Papunesia,-3.34608,143.558,Austronesian,,Laycock1971D36,p.5438
kair1263-2,Kairiru,kair1263,Kairiru,kxa,Papunesia,-3.34608,143.558,Austronesian,,Laycock1976,p.416
kair1263-3,Kairiru (from CSQs),kair1263,Kairiru,kxa,Papunesia,-3.34608,143.558,Austronesian,"3 CSQs. Villages: Koragur, Rumlal, Sham.",LeanEastSepik,p.34
kair1263-4,Kairiru (Koragur village),kair1263,Kairiru,kxa,Papunesia,-3.34608,143.558,Austronesian,SIL (1976). Village: Koragur.,LeanEastSepik,p.34
kais1235-1,Mintámáni,kais1235,Kais,kzm,Papunesia,-1.78077,132.312,South Bird's Head Family,,Galis1955,p.137
kaja1250-1,Kejaman,kaja1250,Kajaman,kag,Papunesia,2.78613,113.886,Austronesian,,Urquhart1955,pp.195-196
kala1256-1,Kálábrá,kala1256,Kalabra,kzz,Papunesia,-1.43074,131.617,West Bird's Head,,Galis1955,p.136
kala1377-1,Saibai,kala1377,Kala Lagaw Ya,mwp,Australia,-10.6748,142.196,Pama-Nyungan,,Ray1912,pp.340-341
kala1391-1,Murut Kalabakan,kala1391,Kalabakan,kve,Papunesia,4.53605,117.317,Austronesian,,Lobel2016,pp.234-239
kala1397-1,Asai ,kala1397,Kalam,kmh,Papunesia,-5.25216,144.585,Nuclear Trans New Guinea,,Aufenanger1960,p.248
kala1397-2,Kalam (Gabun village),kala1397,Kalam,kmh,Papunesia,-5.25216,144.585,Nuclear Trans New Guinea,SIL Word List (1975). Village: Gabun.,LeanMadang,p.36
kala1397-3,Kalam (Miami village),kala1397,Kalam,kmh,Papunesia,-5.25216,144.585,Nuclear Trans New Guinea,IMP/SIL Questionnaire (1978); 1 CSQ. Village: Miami.,LeanMadang,p.36
kalo1262-1,Kalau,kalo1262,Kalou,ywa,Papunesia,-3.93985,142.217,Sepik,,Laycock1970D08,p.1116
kalu1247-1,Toraja (Kalumpaŋ dialect),kalu1247,Kalumpang,kli,Papunesia,-2.33388,119.474,Austronesian,,Arnaud1998,pp.863-879 [word list item numbers]
kalu1248-1,Kaluli,kalu1248,Kaluli,bco,Papunesia,-6.45932,142.788,Bosavi,[unknown],Lean1986Vol10,"pp.23, 52"
kalu1248-2,Kaluli (Bono village),kalu1248,Kaluli,bco,Papunesia,-6.45932,142.788,Bosavi,SIL Word List (undated). Village: Bono.,LeanSouthernHighlands,p.8
kalu1248-3,Kaluli (Tapili village),kalu1248,Kaluli,bco,Papunesia,-6.45932,142.788,Bosavi,SIL Word List (undated). Village: Tapili.,LeanSouthernHighlands,p.8
kama1360-1,Kamasa,kama1360,Kamasa,klp,Papunesia,-6.97411,146.20797,Angan,,Smith1988,p.100
kama1363-1,Kamayo,kama1363,Kamayo,kyk,Papunesia,8.10796,126.314,Austronesian,,Zorc1972,"pp.11, 14, 25, 70 [of pdf]"
kama1365-1,Kafe (Alor),kama1365,Kamang,woi,Papunesia,-8.26897,124.792,Timor-Alor-Pantar,,Stokhof1983Vol6,p.332
kama1367-1,Kamasau,kama1367,Kamasau,kms,Papunesia,-3.8503,143.842,Nuclear Torricelli,SIL Word List (1980). Village: Tring,LeanEastSepik,p.39
kama1367-2,Sagi (Kamasau),kama1367,Kamasau,kms,Papunesia,-3.8503,143.842,Nuclear Torricelli,,Laycock1971D34,p.5102
kama1370-1,Kamano,kama1370,Kamano,kbq,Papunesia,-6.25829,145.728,Nuclear Trans New Guinea,,Scott1978,"pp.181, 182, 188, 193, 194"
kama1370-2,Kamano (from CSQs),kama1370,Kamano,kbq,Papunesia,-6.25829,145.728,Nuclear Trans New Guinea,40 CSQs. ,Lean1986Vol08,p.30
kama1370-3,Kamano (from IMP/SIL),kama1370,Kamano,kbq,Papunesia,-6.25829,145.728,Nuclear Trans New Guinea,"IMP/SIL Questionnaire (1978). S.I.L survey word list (1975), taken at Hogu village, gives identical data for 1 to 5, and 10.",Lean1986Vol08,p.30
kama1374-1,"Yate (3 sub-dialect areas) [data correspond to three Glottocodes: kani1286, keya1238, inok1238]",kama1374,Kamano-Yagaria,,,,,Nuclear Trans New Guinea,11 CSQs. Villages within the 3 sub-dialect areas. ,Lean1986Vol08,p.46
kamb1299-1,Sumba,kamb1299,Kambera,xbr,Papunesia,-9.88447,120.235,Austronesian,,Stokhof1983Vol6,pp.152-153
kamo1255-1,Angadi,kamo1255,Kamoro,kgq,Papunesia,-4.30433,135.883,Nuclear Trans New Guinea,,Ray1912,pp.340-341
kamo1255-2,Goreda,kamo1255,Kamoro,kgq,Papunesia,-4.30433,135.883,Nuclear Trans New Guinea,,Ray1912,pp.340-341
kamo1255-3,Kamoro Jamur,kamo1255,Kamoro,kgq,Papunesia,-4.30433,135.883,Nuclear Trans New Guinea,,Galis1955,p.166
kamo1255-4,Kamoro Mimika,kamo1255,Kamoro,kgq,Papunesia,-4.30433,135.883,Nuclear Trans New Guinea,,Galis1955,p.167
kamo1255-5,Lakahia,kamo1255,Kamoro,kgq,Papunesia,-4.30433,135.883,Nuclear Trans New Guinea,,Ray1912,pp.340-341
kamo1255-6,Mimika,kamo1255,Kamoro,kgq,Papunesia,-4.30433,135.883,Nuclear Trans New Guinea,,Ray1912,pp.340-341
kamo1255-7,Nagramadu,kamo1255,Kamoro,kgq,Papunesia,-4.30433,135.883,Nuclear Trans New Guinea,,Ray1912,pp.340-341
kamo1255-8,Nagramadu,kamo1255,Kamoro,kgq,Papunesia,-4.30433,135.883,Nuclear Trans New Guinea,,Galis1955,p.141
kamu1260-1,Kamula,kamu1260,Kamula,xla,Papunesia,-7.28798,142.639,Kamula-Elevala,"SIL Word List, Reesink (1974); Reesink (1975, p.33).",Lean1986Vol12,p.36
kana1288-1,Sona,kana1288,Kanasi,soq,Papunesia,-10.1658,149.751,Dagan,S.I.L Word List (1981). Village: Gadoa.,Lean1986Vol06,p.25
kand1301-1,Kandas,kand1301,Kandas,kqw,Papunesia,-4.3652,152.781,Austronesian,1 CSQ. Village: Kait.,Lean1985Vol01,p.56
