ID,Name,Source,Pages,UltimateSource,Glottocode,Glottolog_Name,ISO639P3code,Macroarea,Latitude,Longitude,Family
duri1242-2,Duri (Celebes) (1931),Stokhof1987Vol11,p.239,,duri1242,Duri,mvp,Papunesia,-3.37081,119.871,Austronesian
duri1242-3,Duri (Celebes) (from S. J. Esser),Stokhof1987Vol11,p.234,,duri1242,Duri,mvp,Papunesia,-3.37081,119.871,Austronesian
duri1243-1,Duriankere,Smits1998,pp.183-185,,duri1243,Duriankere,dbn,Papunesia,-1.38946,130.925,Inanwatan
dusn1237-1,Dasener,Ray1912,pp.340-341,,dusn1237,Dusner,dsn,Papunesia,-2.73859,134.391,Austronesian
dusn1237-2,Dusnir,Galis1955,p.139,,dusn1237,Dusner,dsn,Papunesia,-2.73859,134.391,Austronesian
duwe1237-1,Duwet / Guwot,Smith1988,p.69,,duwe1237,Duwet,gve,Papunesia,-6.45752,146.841,Austronesian
duwe1237-2,wain,Grace1955pdf51,p.31,,duwe1237,Duwet,gve,Papunesia,-6.45752,146.841,Austronesian
east2440-1,Kayoa,Teljeur1982,pp.145-146,,east2440,East Makian,mky,Papunesia,0.07337,127.423,Austronesian
east2440-2,Mailoa,Teljeur1982,pp.145-146,,east2440,East Makian,mky,Papunesia,0.07337,127.423,Austronesian
east2440-3,Ngofagita,Teljeur1982,pp.145-146,,east2440,East Makian,mky,Papunesia,0.07337,127.423,Austronesian
east2440-4,Ngofakiaha,Teljeur1982,pp.145-146,,east2440,East Makian,mky,Papunesia,0.07337,127.423,Austronesian
east2440-5,Peleri/Samsuma,Teljeur1982,pp.145-146,,east2440,East Makian,mky,Papunesia,0.07337,127.423,Austronesian
east2440-6,Soma,Teljeur1982,pp.145-146,,east2440,East Makian,mky,Papunesia,0.07337,127.423,Austronesian
east2440-7,Tahane,Teljeur1982,pp.145-146,,east2440,East Makian,mky,Papunesia,0.07337,127.423,Austronesian
east2443-1,"Lepers’ Island, Oba",Codrington1885,"pp. 232-234, 236, 240, 248",,east2443,East Ambae,omb,Papunesia,-15.3523,167.89,Austronesian
east2462-1,East Masela,Taber1993,pp.418-419,,east2462,East Masela,vme,Papunesia,-8.13455,129.873,Austronesian
east2472-1,East Damar,Taber1993,pp.418-419,,east2472,East Damar,dmr,Papunesia,-7.16991,128.636,Austronesian
east2516-1,East Kewa,Franklin2012,pp.44-45,,east2516,East Kewa,kjs,Papunesia,-6.32989,143.931,Nuclear Trans New Guinea
east2516-2,Kewa (Eastern dialect),Franklin1968,p.32,,east2516,East Kewa,kjs,Papunesia,-6.32989,143.931,Nuclear Trans New Guinea
east2694-1,Eastern Subanen,Lobel2013,pp.319-356,,east2694,Eastern Subanen,sfe,Papunesia,8.2475,123.5234,Austronesian
eder1237-1,Edera Awyu/Bhakti,Lebold2013,p.43,,eder1237,Edera Awyu,awy,Papunesia,-7.0038,139.914,Nuclear Trans New Guinea
eder1237-2,Edera Awyu/Meto,Lebold2013,p.43,,eder1237,Edera Awyu,awy,Papunesia,-7.0038,139.914,Nuclear Trans New Guinea
eder1237-3,Edera Awyu/Ujung Kia,Lebold2013,p.43,,eder1237,Edera Awyu,awy,Papunesia,-7.0038,139.914,Nuclear Trans New Guinea
eder1237-4,Edera Awyu/Yame,Lebold2013,p.43,,eder1237,Edera Awyu,awy,Papunesia,-7.0038,139.914,Nuclear Trans New Guinea
edol1239-1,Beami (Etoro dialect: Bopole village),LeanWestern,p.13,SIL (undated). Village: Bopole.,edol1239,Edolo,etr,Papunesia,-6.11618,142.65,Bosavi
edol1239-2,Beami (Etoro dialect: Namusatu village),LeanWestern,p.14,SIL (undated). Village: Namusatu.,edol1239,Edolo,etr,Papunesia,-6.11618,142.65,Bosavi
edol1239-3,"Etoro (Etolo, Edolo) (from Peter Dwyer)",LeanWestern,pp.14-17,Peter Dwyer (1979-1980).,edol1239,Edolo,etr,Papunesia,-6.11618,142.65,Bosavi
efat1235-1,Efatese,MacDonald1889,pp.36-37,,efat1235,Efatese,,Papunesia,-17.57023,168.25945,Artificial Language
efat1236-1,"Sandwich Island, Fate [exact language unknown, but seems similar to lele1267]",Codrington1885,"pp.221-224, 232, 235, 244, 476",,efat1236,Efate,,,-17.65555,168.37575,Austronesian
ekar1243-1,Ekari Ekari,Galis1955,p.165,,ekar1243,Ekari,ekg,Papunesia,-3.88974,136.018,Nuclear Trans New Guinea
ekar1243-2,Ekari Jabi,Galis1955,p.166,,ekar1243,Ekari,ekg,Papunesia,-3.88974,136.018,Nuclear Trans New Guinea
ekar1243-3,Ekari Simori,Galis1955,p.166,,ekar1243,Ekari,ekg,Papunesia,-3.88974,136.018,Nuclear Trans New Guinea
ekar1243-4,Jabi,Stokhof1983Vol5.2,p.186,,ekar1243,Ekari,ekg,Papunesia,-3.88974,136.018,Nuclear Trans New Guinea
ekar1243-5,Kapauku (Paronggo),Stokhof1983Vol5.2,pp.196-197,,ekar1243,Ekari,ekg,Papunesia,-3.88974,136.018,Nuclear Trans New Guinea
elep1240-1,Samap (Elepi),Laycock1971D35,p.5162,,elep1240,Elepi,ele,Papunesia,-3.7505,143.93,Nuclear Torricelli
elke1240-1,Elkei,LeanSandaun,p.32,1 CSQ. Village: Yili.,elke1240,Elkei,elk,Papunesia,-3.45544,142.093,Nuclear Torricelli
elke1240-2,Elkei-Olkoi,Laycock1967C02,p.13,,elke1240,Elkei,elk,Papunesia,-3.45544,142.093,Nuclear Torricelli
else1239-1,Maluak (Morwap),Laycock1971D18,p.2554,,else1239,Elseng,mrf,Papunesia,-3.00176,140.418,Elseng
emba1238-1,Maloh,Urquhart1955,pp.195-196,,emba1238,Embaloh,emb,Papunesia,1.3156,112.63,Austronesian
empl1237-1,Emplawas,Taber1993,pp.418-419,,empl1237,Emplawas,emw,Papunesia,-8.03209,129.721,Austronesian
emum1240-1,Kiamerop,Galis1955,p.164,,emum1240,Emumu,enr,Papunesia,-3.74242,140.903,Pauwasi
ende1246-1,Ende,Pita2016,p.132,,ende1246,Ende,end,Papunesia,-8.70998,121.555,Austronesian
ende1246-2,"Endeh, (Flores)",Stokhof1983Vol6,pp.167-168,,ende1246,Ende,end,Papunesia,-8.70998,121.555,Austronesian
ende1246-3,Ende,Codrington1885,p.226,,ende1246,Ende,end,Papunesia,-8.70998,121.555,Austronesian
enga1252-1,Enga,Franklin2012,pp.35-36,,enga1252,Enga,enq,Papunesia,-5.45619,143.685,Nuclear Trans New Guinea
enga1252-2,Enga (Layapo dialect),Lean1986Vol09,p.27,9 CSQs. (Wapenamanda area).,enga1252,Enga,enq,Papunesia,-5.45619,143.685,Nuclear Trans New Guinea
enga1252-3,Enga (Mai dialect),Lean1986Vol09,pp.24-25,Author’s notes take from Mai dialect informants.,enga1252,Enga,enq,Papunesia,-5.45619,143.685,Nuclear Trans New Guinea
enga1252-4,Wapi [probably actually Enga],Lean1986Vol09,p.32,S.I.L word list (1979). Village: Yangis.,enga1252,Enga,enq,Papunesia,-5.45619,143.685,Nuclear Trans New Guinea
enga1252-5,Marámun,Kirschbaum1938,pp.278-279,,enga1252,Enga,enq,Papunesia,-5.45619,143.685,Nuclear Trans New Guinea
engg1245-1,Enggano,Stokhof1987Vol10.3,p.199,,engg1245,Enggano,eno,Papunesia,-5.38846,102.245,Austronesian
engg1245-2,Enganho,Codrington1885,p.226,,engg1245,Enggano,eno,Papunesia,-5.38846,102.245,Austronesian
enre1239-1,Endékan,Arnaud1998,pp.863-879 [word list item numbers],,enre1239,Enrekang,ptt,Papunesia,-3.53848,119.66,Austronesian
enre1239-2,Masenrempulu (Enrekang),Grimes1987,pp.129-135,,enre1239,Enrekang,ptt,Papunesia,-3.53848,119.66,Austronesian
epii1237-1,"Epi (system used by a spirit in a story) [exact language unknown, but possibly lewo1242]",Riddle1916,p.24,,epii1237,Epi,,,-16.71345017,168.2113396,Austronesian
epii1237-2,"Epi [exact language unknown, but possibly lewo1242]",Riddle1916,p.24,,epii1237,Epi,,,-16.71345017,168.2113396,Austronesian
epii1237-3,"Api [exact language unknown, but seems similar to lewo1242]",Codrington1885,"pp.222, 235, 244-245",,epii1237,Epi,,,-16.71345017,168.2113396,Austronesian
epii1237-4,"Api, Tasiko (West coast) [possibly bier1244]",Codrington1885,pp.469-470,,epii1237,Epi,,,-16.71345017,168.2113396,Austronesian
epii1237-5,"Api, Tasiko (West coast) [possibly maii1238]",Codrington1885,p.470,,epii1237,Epi,,,-16.71345017,168.2113396,Austronesian
epii1237-6,"Api, Tasiko (North-west coast) [is this a system used by spirits?]",Codrington1885,p.470,,epii1237,Epi,,,-16.71345017,168.2113396,Austronesian
erav1244-1,Kewa (Southern dialect),Franklin1968,p.32,,erav1244,Erave,kjy,Papunesia,-6.55011,143.918,Nuclear Trans New Guinea
erav1244-2,South Kewa (Pole),Franklin2001,pp.152-153,,erav1244,Erave,kjy,Papunesia,-6.55011,143.918,Nuclear Trans New Guinea
eree1241-1,Ere,Blust2021,"pp.25, 30, 32, 38",,eree1241,Ere,twp,Papunesia,-2.15569,147.083,Austronesian
eree1241-2,Ere-Lele-Gele'-Kuruti (Ere dialect),Lean1985Vol02,p.35,1 CSQ. Village: Tawii.,eree1241,Ere,twp,Papunesia,-2.15569,147.083,Austronesian
erok1237-1,Arkwanas,Galis1960,p.138,,erok1237,Erokwanas,erw,Papunesia,-2.83746,132.705,Austronesian
erok1237-2,Goras,Grace1956pdf31,p.2 [of pdf],,erok1237,Erokwanas,erw,Papunesia,-2.83746,132.705,Austronesian
erro1239-1,"Eromanga [exact language unknown, but seems similar to siee1239]",Codrington1885,"pp.222-223, 235, 240, 244, 249",,erro1239,Erromanga,,,-18.7532,169.085666666667,Austronesian
ewag1241-1,Notu,Lean1985Vol05,p.32,"4 CSQs. Villages: Natatu, Gona (2), Baberada.",ewag1241,Ewage-Notu,nou,Papunesia,-8.68756,148.405,Nuclear Trans New Guinea
ewag1241-2,Notu (Buna village),Lean1985Vol05,p.32,SIL word list (1975). Village: Buna.,ewag1241,Ewage-Notu,nou,Papunesia,-8.68756,148.405,Nuclear Trans New Guinea
ewag1241-3,Yega,Chinnery1915,p.165,,ewag1241,Ewage-Notu,nou,Papunesia,-8.68756,148.405,Nuclear Trans New Guinea
faga1239-1,"San Cristoval, Fagani",Codrington1885,"pp.233, 237, 504-505",,faga1239,Fagani,faf,Papunesia,-10.4479,161.662,Austronesian
fair1238-1,"Atta - Annip, Rizal",Nickell1981Rizal,pp.3-7,,fair1238,Faire Atta,azt,Papunesia,17.9808,121.436,Austronesian
fair1238-2,Rizal Negrito,Vanoverbergh1937,"pp.111, 117",,fair1238,Faire Atta,azt,Papunesia,17.9808,121.436,Austronesian
fait1240-1,Kursav,Daniels2015,p.900,,fait1240,Kulsab,faj,Papunesia,-5.59947,145.298,Nuclear Trans New Guinea
fait1240-2,Kursav,Daniels2014Item328,p.45,,fait1240,Kulsab,faj,Papunesia,-5.59947,145.298,Nuclear Trans New Guinea
fait1240-3,Faita,Zgraggen1980SouthernAdelbert,p.46,,fait1240,Kulsab,faj,Papunesia,-5.59947,145.298,Nuclear Trans New Guinea
faiw1243-1,Faiwol (Boliuip village),Lean1986Vol12,p.16,2 CSQs. Village: Boliuip. (Alternatives: SIL Word List).,faiw1243,Faiwol,fai,Papunesia,-5.4967,141.656,Nuclear Trans New Guinea
faiw1243-2,Faiwol (from IMP/SIL),Lean1986Vol12,p.16,IMP/SIL Questionnaire.,faiw1243,Faiwol,fai,Papunesia,-5.4967,141.656,Nuclear Trans New Guinea
fass1245-1,Fas,LeanSandaun,p.20,SIL Word List (undated).,fass1245,Momu-Fas,fqs,Papunesia,-3.10868,141.64,Baibai-Fas
fass1245-2,Fas,Laycock1970D02,p.249,,fass1245,Momu-Fas,fqs,Papunesia,-3.10868,141.64,Baibai-Fas
fass1245-3,Mori (Fas),Laycock1970D02,p.191,,fass1245,Momu-Fas,fqs,Papunesia,-3.10868,141.64,Baibai-Fas
fass1245-4,Fas,Baron1983,p.9,,fass1245,Momu-Fas,fqs,Papunesia,-3.10868,141.64,Baibai-Fas
fasu1242-1,Fasu,Lean1986Vol10,"pp.23, 52",[unknown],fasu1242,Fasu,faa,Papunesia,-6.62687,143.284,Fasu
fasu1242-2,Haiwaro (Fasu),Bullock2015,p.66,,fasu1242,Fasu,faa,Papunesia,-6.62687,143.284,Fasu
fasu1242-3,Namumi,Lean1986Vol10,"pp.23, 52",[unknown],fasu1242,Fasu,faa,Papunesia,-6.62687,143.284,Fasu
fasu1242-4,Fasu,Franklin2001,pp.152-153,,fasu1242,Fasu,faa,Papunesia,-6.62687,143.284,Fasu
fata1247-1,Fataluku,Arnaud1998,pp.863-879 [word list item numbers],,fata1247,Fataluku,ddg,Papunesia,-8.49464,127.08,Timor-Alor-Pantar
femb1238-1,Agala,Lean1986Vol12,"pp.29, 95",[unknown],femb1238,Fembe,agl,Papunesia,-5.71596,142.254,East Strickland
fiji1242-1,Nasinu Fiji Hindi,Prasad2016,p.22,,fiji1242,Fiji Hindi,hif,Papunesia,-17.8148,177.772,Indo-European
fiji1243-1,Fiji,Codrington1885,"pp.229, 233, 236, 238-239, 246",,fiji1243,Fijian,fij,Papunesia,-18,178.33,Austronesian
fili1244-1,Filipino (Tagalog),Castle2010,pp.58-60,,fili1244,Filipino,fil,Papunesia,12.265,123.464,Austronesian
fina1242-1,Eastern Bontoc,Fukuda1981,pp.92-93,,fina1242,Eastern-Southern Bontok,bkb,Papunesia,17.0319,121.11,Austronesian
fino1238-1,Finungwa,Smith1988,p.87,,fino1238,Finongan,fag,Papunesia,-6.33005,146.629,Nuclear Trans New Guinea
foau1240-1,Foau (Barr 1978),Menanti2022,p.30,,foau1240,Abawiri,flh,Papunesia,-3.04582,139.213,Lakes Plain
foii1241-1,Foe,Lean1986Vol10,p.25,"3 CSQs. Villages: Yo'obo, Ifigi, Tugiri.",foii1241,Foi,foi,Papunesia,-6.47258,143.495,East Kutubu
foii1241-2,Foe,Franklin2001,pp.152-153,,foii1241,Foi,foi,Papunesia,-6.47258,143.495,East Kutubu
folo1238-1,Folopa,Anderson2010,pp.44-45,,folo1238,Folopa,ppo,Papunesia,-6.86321,144.458,Teberan
folo1238-2,Podopa,Lean1986Vol11,p.30,SIL Word List (1966). Village: Gena.,folo1238,Folopa,ppo,Papunesia,-6.86321,144.458,Teberan
fora1245-1,Forak (Mamgak/Sariŋ village),Carter2012,p.50,,fora1245,Forak,frq,Papunesia,-5.69079,146.541,Nuclear Trans New Guinea
ford1242-1,Fordata,Stokhof1981Vol3.1,p.44,,ford1242,Fordata,frd,Papunesia,-7.28902,131.511,Austronesian
fore1270-1,Fore,Scott1978,"pp.181, 182, 188, 193, 194",,fore1270,Fore,for,Papunesia,-6.64473,145.5065,Nuclear Trans New Guinea
fore1270-2,Fore (3 dialect areas),Lean1986Vol08,p.51,12 CSQs (from the 3 dialect areas).,fore1270,Fore,for,Papunesia,-6.64473,145.5065,Nuclear Trans New Guinea
fore1270-3,Fore (from IMP/SIL),Lean1986Vol08,p.51,IMP/SIL Questionnaire (1978) compiled by G. Scott.,fore1270,Fore,for,Papunesia,-6.64473,145.5065,Nuclear Trans New Guinea
fore1270-4,Fore (Oriesa village),Lean1986Vol08,p.51,S.I.L word list (1975). Village: Oriesa.,fore1270,Fore,for,Papunesia,-6.64473,145.5065,Nuclear Trans New Guinea
fuyu1242-1,Fuyuge,Lean1986Vol07,p.42,S.I.L survey word list (1975). Village: Kambisi.,fuyu1242,Fuyug,fuy,Papunesia,-8.6371,147.312,Fuyug
fwai1237-1,Yehen or Yengen [given by Von der Gabelentz],Codrington1885,pp.225-226,,fwai1237,Fwâi,fwa,Papunesia,-20.6873,164.901,Austronesian
gada1258-1,"Parasiles, Bontoc",Anonymous1957,pp.3-7,,gada1258,Ga'dang,gdg,Papunesia,17.2238,121.455,Austronesian
gads1258-1,Gadsup,Scott1978,"pp.181, 182, 188, 193, 194",,gads1258,Gadsup,gaj,Papunesia,-6.31631,145.997,Nuclear Trans New Guinea
gads1258-2,Gadsup (from CSQs),Lean1986Vol08,p.36,"3 CSQs. Villages: Amomonta, Pundibassa, Anamunapa.",gads1258,Gadsup,gaj,Papunesia,-6.31631,145.997,Nuclear Trans New Guinea
gads1258-3,Gadsup (from SIL word list),Lean1986Vol08,p.36,S.I.L survey word list (1975?).,gads1258,Gadsup,gaj,Papunesia,-6.31631,145.997,Nuclear Trans New Guinea
gaik1242-1,Gaikwundi,Staalsen1975,p.14,,gaik1242,Gaikundi,gbf,Papunesia,-4.01718,143.139,Ndu
gaik1242-2,Gaikundi,Ambuwat1976,pp.42-43,,gaik1242,Gaikundi,gbf,Papunesia,-4.01718,143.139,Ndu
gale1259-1,Galela,Fortgens1905,p.34,,gale1259,Galela,gbi,Papunesia,2.31461,128.44,North Halmahera
gale1259-2,Galela (from H. van Dijken),Stokhof1980Vol2,p.117,,gale1259,Galela,gbi,Papunesia,2.31461,128.44,North Halmahera
gale1259-3,Galela (from M. J. van Baarda),Stokhof1980Vol2,pp.132-133,,gale1259,Galela,gbi,Papunesia,2.31461,128.44,North Halmahera
gall1278-1,Gal,Zgraggen1980Mabuso,p.92,,gall1278,Gal,gap,Papunesia,-5.16351,145.623,Nuclear Trans New Guinea
galo1243-1,Wetar,Stokhof1981Vol3.1,p.15,,galo1243,Galoli-Talur,gal,Papunesia,-8.61074,125.959,Austronesian
galo1243-2,Talur,Taber1993,pp.418-419,,galo1243,Galoli-Talur,gal,Papunesia,-8.61074,125.959,Austronesian
gamk1238-1,Gamkonora,Ribbe1903,pp.209-212,,gamk1238,Gamkonora,gak,Papunesia,1.34308,127.506,North Halmahera
gana1277-1,Gana,Lobel2016,pp.234-239,,gana1277,Gana,gnq,Papunesia,5.57583,116.145,Austronesian
gane1237-1,Gane,Teljeur1982,pp.145-146,,gane1237,Gane,gzn,Papunesia,-0.42618,127.976,Austronesian
gane1237-2,Gane (Gimán),Stokhof1980Vol2,p.322,,gane1237,Gane,gzn,Papunesia,-0.42618,127.976,Austronesian
gane1237-3,Saketa,Teljeur1982,pp.145-146,,gane1237,Gane,gzn,Papunesia,-0.42618,127.976,Austronesian
gane1237-4,Wosi,Teljeur1982,pp.145-146,,gane1237,Gane,gzn,Papunesia,-0.42618,127.976,Austronesian
gang1270-1,Ganglau,Zgraggen1980RaiCoast,p.92,,gang1270,Ganglau,ggl,Papunesia,-5.57945,146.1305,Nuclear Trans New Guinea
gant1244-1,Gainj,Aufenanger1960,p.249,,gant1244,Gants,gao,Papunesia,-5.28113,144.771,Nuclear Trans New Guinea
gant1244-2,Gants,Daniels2015,"pp.1001, 1037, 1076",,gant1244,Gants,gao,Papunesia,-5.28113,144.771,Nuclear Trans New Guinea
gaoo1237-1,"Ysabel Island, Gao [ŋgao]",Codrington1885,"pp.237, 559",,gaoo1237,Gao,gga,Papunesia,-8.35163,159.789,Austronesian
gapa1238-1,Gapapaiwa,Lean1986Vol06,p.35,"2 CSQs. Villages: Yoguba, Dava.",gapa1238,Gapapaiwa,pwg,Papunesia,-9.73317,149.854,Austronesian
gapa1238-2,Gapapaiwa (Menapi village),Lean1986Vol06,p.35,S.I.L word list (1975). Village: Menapi.,gapa1238,Gapapaiwa,pwg,Papunesia,-9.73317,149.854,Austronesian
garu1246-1,Garus,LeanMadang,pp.32-33,2 CSQs. Village: Abap (Abab).,garu1246,Garus,gyb,Papunesia,-4.9222,145.683,Nuclear Trans New Guinea
garu1246-2,Garus (Pap.) Em-Dialect,Kasprus1942,pp.746-747,,garu1246,Garus,gyb,Papunesia,-4.9222,145.683,Nuclear Trans New Guinea
garu1246-3,Garus,Zgraggen1980Mabuso,p.92,,garu1246,Garus,gyb,Papunesia,-4.9222,145.683,Nuclear Trans New Guinea
gebe1237-1,Gebe (Halmahera),Stokhof1987Vol11,pp.161-162,,gebe1237,Gebe,gei,Papunesia,-0.07877,129.424,Austronesian
gebe1237-2,miñaifuin - sw of Waigeo - Bahasa Gebi,Grace1955pdf50,p.143,,gebe1237,Gebe,gei,Papunesia,-0.07877,129.424,Austronesian
geda1237-1,(Graget),Ray1919,p.328,,geda1237,Gedaged,gdd,Papunesia,-5.18175,145.781,Austronesian
geda1237-2,Gedaged (from SIL word list),LeanMadang,p.49,SIL Word List (1975). Village: Siar.,geda1237,Gedaged,gdd,Papunesia,-5.18175,145.781,Austronesian
geda1237-3,Gedaged (from CSQ),LeanMadang,p.49,1 CSQ. Village: Siar.,geda1237,Gedaged,gdd,Papunesia,-5.18175,145.781,Austronesian
geda1237-4,Gedaged,Dempwolff,p.36,,geda1237,Gedaged,gdd,Papunesia,-5.18175,145.781,Austronesian
geda1237-5,Mitebog,Ray1919,p.328,,geda1237,Gedaged,gdd,Papunesia,-5.18175,145.781,Austronesian
geda1237-6,Siar-Ragetta,Ray1919,p.328,,geda1237,Gedaged,gdd,Papunesia,-5.18175,145.781,Austronesian
geel1240-1,Wamberan [unidentified language; possibly belongs to the Geelvink Bay family],Ray1912,p.340,,geel1240,Geelvink Bay,,,-2.48758567,136.8862179,Geelvink Bay
gela1263-1,"Florida, Gela [ŋgela]",Codrington1885,"pp.233, 237, 238, 243, 245, 250, 538",,gela1263,Gela,nlg,Papunesia,-9.04587,160.186,Austronesian
gela1263-2,"Florida, Gela [ŋgela] (set of Numerals used in a game at Olevuga)",Codrington1885,"pp. 230, 538",,gela1263,Gela,nlg,Papunesia,-9.04587,160.186,Austronesian
gend1249-1,Gende,LeanMadang,p.57,9 CSQs.,gend1249,Gende,gaf,Papunesia,-5.67528,145.177,Nuclear Trans New Guinea
gend1249-2,Gende,Scott1978,"pp.181, 182, 188, 193, 194",,gend1249,Gende,gaf,Papunesia,-5.67528,145.177,Nuclear Trans New Guinea
gese1240-1,Seram,Stokhof1982Vol3.3,p.86,,gese1240,Geser-Gorom,ges,Papunesia,-3.8016,130.701,Austronesian
gese1240-2,Waru,Stokhof1982Vol3.3,pp.68-69,,gese1240,Geser-Gorom,ges,Papunesia,-3.8016,130.701,Austronesian
gese1240-3,Ceram (notes from Hospital archives Fak²),Grace1956pdf39,p.5 [of pdf],,gese1240,Geser-Gorom,ges,Papunesia,-3.8016,130.701,Austronesian
gese1240-4,Geser,Collins1986,pp.132-133,,gese1240,Geser-Gorom,ges,Papunesia,-3.8016,130.701,Austronesian
ghar1239-1,"Guadalcanar, Vaturana [vaturaŋa]",Codrington1885,"pp.237, 246, 545",,ghar1239,Ghari,gri,Papunesia,-9.4791,159.917,Austronesian
ghay1237-1,Boianaki,Lean1986Vol06,p.37,"4 CSQs. Villages: Boianai (3), Vurawara.",ghay1237,Ghayavi,bmk,Papunesia,-10.011,149.84,Austronesian
gimi1242-1,Moewehafen (Gimi dialect),Lean1985Vol04,p.65,"Wakefield and Whitacre, Word List (1980).",gimi1242,Gimi (West New Britain),gip,Papunesia,-6.02464,149.478,Austronesian
gimi1242-2,Moewehafen (Loko dialect?),Lean1985Vol04,p.65,1 CSQ. Village: Aiumete.,gimi1242,Gimi (West New Britain),gip,Papunesia,-6.02464,149.478,Austronesian
gimi1242-3,Gimi - Mang village,Spencer2013,pp.88-89,,gimi1242,Gimi (West New Britain),gip,Papunesia,-6.02464,149.478,Austronesian
gimi1243-1,Gimi,Scott1978,"pp.181, 182, 188, 193, 194",,gimi1243,Gimi (Eastern Highlands),gim,Papunesia,-6.42097,145.214,Nuclear Trans New Guinea
gimi1243-2,Gimi (from IMP/SIL),Lean1986Vol08,p.48,IMP/SIL Questionnaire (1978).,gimi1243,Gimi (Eastern Highlands),gim,Papunesia,-6.42097,145.214,Nuclear Trans New Guinea
gimi1243-3,Gimi (from SIL word list),Lean1986Vol08,p.48,S.I.L word list (1968).,gimi1243,Gimi (Eastern Highlands),gim,Papunesia,-6.42097,145.214,Nuclear Trans New Guinea
gimi1243-4,Gimi (West dialect),Lean1986Vol08,p.48,"2 CSQs. Villages: Yauma, Inigi (West d.).",gimi1243,Gimi (Eastern Highlands),gim,Papunesia,-6.42097,145.214,Nuclear Trans New Guinea
ginu1240-1,Ginuman,Lean1986Vol06,p.25,S.I.L word list (1972). Village: Etau.,ginu1240,Ginuman,gnm,Papunesia,-10.0298,149.7,Dagan
gira1247-1,Girawa,Zgraggen1980Mabuso,p.92,,gira1247,Girawa,bbr,Papunesia,-5.35342,145.423,Nuclear Trans New Guinea
gitu1237-1,Gitua,LeanMorobe,p.22,1 CSQ. Village: Gitua.,gitu1237,Gitua,ggt,Papunesia,-6.0151,147.485,Austronesian
gitu1237-2,Gitua,Smith1988,pp.63-64,,gitu1237,Gitua,ggt,Papunesia,-6.0151,147.485,Austronesian
gitu1237-3,Gitua (Gitua village),Carter2012,p.60,,gitu1237,Gitua,ggt,Papunesia,-6.0151,147.485,Austronesian
gitu1237-4,Kelana,Ray1919,p.327,,gitu1237,Gitua,ggt,Papunesia,-6.0151,147.485,Austronesian
gitu1237-5,Gitua (Gitua village),Lincoln1976,pp.2-5,,gitu1237,Gitua,ggt,Papunesia,-6.0151,147.485,Austronesian
gizr1240-1,Gizra,Lean1986Vol12,p.80,"3 CSQs. Villages: Kupere, Togo (2).",gizr1240,Gizrra,tof,Papunesia,-9.183,142.804,Eastern Trans-Fly
gizr1240-2,Gijara,Ray1923,p.344,,gizr1240,Gizrra,tof,Papunesia,-9.183,142.804,Eastern Trans-Fly
goba1246-1,Nomad (Honibu dialect),LeanWestern,pp.11-12,SIL (1971). Village: Udugibi (Honibu d.). ,goba1246,Gobasi,goi,Papunesia,-6.48678,142.201,East Strickland
gogo1265-1,Girara,Ray1907,p.321,,gogo1265,Gogodala,ggw,Papunesia,-8.08527,142.874,Suki-Gogodala
gogo1265-2,Gogodala,Lean1986Vol12,p.42,13 CSQs.,gogo1265,Gogodala,ggw,Papunesia,-8.08527,142.874,Suki-Gogodala
gogo1265-3,Gogodala (Kotale village),Lean1986Vol12,p.42,SIL Word List (1976). Village: Kotale.,gogo1265,Gogodala,ggw,Papunesia,-8.08527,142.874,Suki-Gogodala
goli1247-1,Chimbu (Marigl dialect: Du village),Lean1986Vol09,p.67,S.I.L word list (1975). Village: Du.,goli1247,Golin,gvf,Papunesia,-6.2249,144.8505,Nuclear Trans New Guinea
goli1247-2,Chimbu (Marigl dialect: mainly Golin sub-dialect),Lean1986Vol09,p.67,13 CSQs. Mainly Golin Sub-dialect.,goli1247,Golin,gvf,Papunesia,-6.2249,144.8505,Nuclear Trans New Guinea
gora1262-1,Mumeng (Yanta dialect),LeanMorobe,p.37,SIL Word List (1965). Village: Tawangala.,gora1262,Gorakor,goc,Papunesia,-6.85564,146.579,Austronesian
gora1262-2,Gorakor,Adams1985,p.19,,gora1262,Gorakor,goc,Papunesia,-6.85564,146.579,Austronesian
gora1262-3,Bupu,Adams1985,p.19,,gora1262,Gorakor,goc,Papunesia,-6.85564,146.579,Austronesian
gora1262-4,Perakles,Adams1985,p.19,,gora1262,Gorakor,goc,Papunesia,-6.85564,146.579,Austronesian
goro1259-1,Gorontalo (mentioned in JB 1934),Stokhof1983Vol7.1,p.103,,goro1259,Gorontalo,gor,Papunesia,0.62689,122.288,Austronesian
goro1259-2,Gorontalo (mentioned in NBG 1894),Stokhof1983Vol7.1,p.123,,goro1259,Gorontalo,gor,Papunesia,0.62689,122.288,Austronesian
goro1259-3,Gorontalo (mentioned in NBG 1896),Stokhof1983Vol7.1,p.48,,goro1259,Gorontalo,gor,Papunesia,0.62689,122.288,Austronesian
goro1259-4,Gorontalo (mentioned in NBG 1906),Stokhof1983Vol7.1,p.64,,goro1259,Gorontalo,gor,Papunesia,0.62689,122.288,Austronesian
goro1259-5,Gorontalo (mentioned in NBG 1912),Stokhof1983Vol7.1,p.84,,goro1259,Gorontalo,gor,Papunesia,0.62689,122.288,Austronesian
